doc_id,filename,Texto,label
1161,cl08,If Mr. Skyros had dreamed of all the trouble that young man would eventually cause --,mystery
1162,cl08,"Of course , there was another factor .",mystery
1163,cl08,"Angie worth his weight in gold right now , but these users , they sometimes went down fast .",mystery
1164,cl08,"Who knew , Angie might not last long .",mystery
1165,cl08,The sweat broke out on Mr. Skyros' forehead as he realized he had been actually thinking -- hoping -- planning -- perhaps --,mystery
1166,cl08,"Good God above , had not Domokous been enough ? ?",mystery
1167,cl08,He patted Angelo's thin shoulder paternally .,mystery
1168,cl08,"`` Now you don't want to go talking that way '' , he said .",mystery
1169,cl08,"`` Sure , sure , you're the one take over for Pretty , soon as I get the supply , get started up again , isn't it ? ?",mystery
1170,cl08,"You don't need worry , Angelo .",mystery
1171,cl08,"I tell you , I know how it is with you , my friend , I sympathize , and I'll make it a special point -- a special favor -- get in touch , and get some stuff just for you .",mystery
1172,cl08,"I don't know if I can manage it tonight or tomorrow , but I'll try my best , my friend .",mystery
1173,cl08,"You see , you got to remember , we all got schedules , like any business ! !",mystery
1174,cl08,"My man , he won't be around a little while , he just fixed me up with this stuff they took out of the Elite .",mystery
1175,cl08,"It's awkward , you see that , isn't it '' ? ?",mystery
1176,cl08,"`` Well , that's your business , Mr. Skyros '' , said Angie , and his dreamy eyes moved past Mr. Skyros' shoulder to gaze vaguely out the ground-glass window .",mystery
1177,cl08,"`` I appreciate it , you do that .",mystery
1178,cl08,Sure .,mystery
1179,cl08,We don't none of us want no trouble .,mystery
1180,cl08,"I'm in a room over the Golden Club on San Pedro , you just ask for me there , you want see me .",mystery
1181,cl08,Or maybe I call you -- tonight ? ?,mystery
1182,cl08,"About nine o'clock , I call and see if you got any .",mystery
1183,cl08,"A couple decks for me , Mr. Skyros -- and ten-twelve to sell , see , I like to have a little ready cash '' .",mystery
1184,cl08,"`` Oh , now , I don't know about that much '' , said Mr. Skyros .",mystery
1185,cl08,"`` And you know , Angelo , Pretty , he always keeps it a strict cash basis , like they say '' --",mystery
1186,cl08,"`` Sure '' , said Angie .",mystery
1187,cl08,"`` Sure , Mr. Skyros .",mystery
1188,cl08,"Fifty a throw , that the deal ? ?",mystery
1189,cl08,Sure .,mystery
1190,cl08,"I bring you the cash , say five hundred for ten decks .",mystery
1191,cl08,"Never mind how much I cut it , how much I get '' , and he smiled his sleepy smile again .",mystery
1192,cl08,"`` Standard deal , Mr. Skyros .",mystery
1193,cl08,You go 'n' have a look round for it '' .,mystery
1194,cl08,"`` I do my best '' , said Mr. Skyros earnestly , `` just for you , my friend .",mystery
1195,cl08,"This is awkward for everybody , isn't it , we all got to put up with inconvenience sometimes .",mystery
1196,cl08,But I do my best for you '' .,mystery
1197,cl08,"He got out of there in a hurry , brushing past another man in the door , mopping his brow .",mystery
1198,cl08,"The expedient thing -- yes , very true , one must make do as one could , in some situations .",mystery
1199,cl08,It could all be straightened out later .,mystery
1200,cl08,"Not very much later , but when things had settled down a little .",mystery
1201,cl08,After this deal with the Bouvardier woman went through .,mystery
1202,cl08,An ace of spades .,mystery
1203,cl08,"He was not a superstitious man , but he felt perhaps there was a little something in that , indeed .",mystery
1204,cl08,"He rather wished he had never got into the business , and still -- scarcely to be resisted , a nice little profit with not much work involved , easy money",mystery
1205,cl08,"Katya Roslev , who would be Katharine Ross so very soon now , rang up her first sale of the day and counted back the change .",mystery
1206,cl08,She did not notice that the customer seized her purchase and turned away without a smile or a word of thanks .,mystery
1207,cl08,"Usually she marked the few who did thank you , you didn't get that kind much in a place like this : and she played a little game with herself , seeing how downright rude she could act to the others , before they'd take offense , threaten to call the manager .",mystery
1208,cl08,"Funny how seldom they did : used to it , probably .",mystery
1209,cl08,The kind who came into a cheap store like this ! !,mystery
1210,cl08,"Grab , snatch , I saw that first ! !",mystery
1211,cl08,"And , Here , I'll take this , I was before her , you wait on me now or I don't bother with it , see ! !",mystery
1212,cl08,This kind of place,mystery
1213,cl08,"She'd be through here , just no time at all -- leave this kind of thing 'way behind .",mystery
1214,cl08,"Off at noon , and she'd never come back .",mystery
1215,cl08,Never have to .,mystery
1216,cl08,"Money -- a lot of money , enough .",mystery
1217,cl08,"She'd be smart about it , get him to give it to her in little bills so's nobody would suspect -- maybe couldn't get it until Monday account of that , the banks -- But that wasn't really long to wait .",mystery
1218,cl08,Not when she'd waited so long already .,mystery
1219,cl08,No need say anything at all to the old woman .,mystery
1220,cl08,"She had it all planned out , how she'd do .",mystery
1221,cl08,"She'd say she didn't feel good on Sunday , couldn't go to church -- there'd be a little argument , but she could be stubborn -- and when the old woman had gone , quick pack the things she'd need to take , all but the dress she'd wear Monday , and take the bag down to that place in the station where you could put things in a locker overnight , for a dime .",mystery
1222,cl08,"Then on Monday morning -- or it might have to be Tuesday -- get up and leave just the usual time , and last thing , put the money in an envelope under the old woman's purse there in the drawer .",mystery
1223,cl08,"She wouldn't be going to get that for an hour or so after Katya had left , go do the daily shopping .",mystery
1224,cl08,"No need leave a note with it , either -- or maybe just something like , Don't worry about me , I'm going away to make a better life .",mystery
1225,cl08,A better life .,mystery
1226,cl08,Escape .,mystery
1227,cl08,It wasn't as if she wanted much .,mystery
1228,cl08,"She didn't mind working hard , not as if she figured to do anything wrong to live easy and soft -- all she wanted was a chance , where she wasn't marked as what she was .",mystery
1229,cl08,"To be Katharine Ross , and work in a nicer shop somewhere , at a little more money so she could have prettier clothes , and learn ladies' manners and all like that , and get to know different people than up to now , not just the ones like her here , with foreign-sounding names , the ones went to the same church and -- Different place , different job , different people , she'd be all different too .",mystery
1230,cl08,"Prettier , she'd do her hair another way ; ;",mystery
1231,cl08,"smarter , and wear different kinds of clothes -- she'd be Katharine Ross , just what that sounded like .",mystery
1232,cl08,"`` You've give me the wrong change '' , said the customer sharply .",mystery
1233,cl08,`` Think I can't count '' ? ?,mystery
1234,cl08,Katya made up the amount in indifferent silence .,mystery
1235,cl08,"She was listening to other voices , out of the future .",mystery
1236,cl08,"Some of those vaguely-imagined new , different people .",mystery
1237,cl08,"Oh , Katharine's awfully nice , and pretty too , I like Katharine -- Let's ask Katharine to go with us , she's always lots of fun -- Katharine --",mystery
1238,cl08,"Soon , very soon now",mystery
1239,cl08,sixteen,mystery
1240,cl08,Mendoza didn't wake until nearly nine-thirty .,mystery
1241,cl08,It was going to be another hot day ; ;,mystery
1242,cl08,already the thermometer stood close to ninety .,mystery
1243,cl08,Alison was still sound asleep ; ;,mystery
1244,cl08,"he made fresh coffee and searched through all the desk drawers for more cigarettes before thinking of her handbag , and found a crumpled stray cigarette at its bottom , which tasted peculiarly of face powder .",mystery
1245,cl08,"He left a note propped on the desk asking her to call him sometime today , and drove home .",mystery
1246,cl08,"After he'd got out fresh liver for Bast , he paused to look at her crouched daintily over her dish .",mystery
1247,cl08,Surely she was just a trifle fatter around the middle ? ?,mystery
1248,cl08,"He seemed to remember reading somewhere that Abyssinians had large litters , and suffered a dismaying vision of the apartment overrun with a dozen kittens .",mystery
1249,cl08,`` Y que sigue despues ? ?,mystery
1250,cl08,-- What then '' ? ?,mystery
1251,cl08,He asked her severely .,mystery
1252,cl08,"`` A lot of people are so peculiar that they don't like cats , it's not the easiest thing in the world to find good homes for kittens -- and , damn it , you know very well if I have them around long , impossible to give them away ! !",mystery
1253,cl08,"And I suppose now that you've finally grown up , if a little late , you'd go on producing kittens every six months or so .",mystery
1254,cl08,"Yes , well , it's a pity to spoil your girlish figure -- which all those kittens would do anyway -- but I think when you've raised these we'll just have the vet fix it so there won't be any more .",mystery
1255,cl08,I wonder if the Carters would take one .,mystery
1256,cl08,"And it's no good looking at me like that '' , as she wound affectionately around his ankles .",mystery
